"Category","Issue","Severity","AffectedObject","Description","Impact","Remediation","DetectedDate","MitreTechnique","AnssiControl","Weight","SeverityLevel","Details","EstimatedEffort","KnownRisks","BackupRollback","OperationalNotes","TestName"
"Certificate Services","Low-Privilege CA Management Rights","High","synthetic-object-85.fabrikam.local","[SYNTHETIC TEST DATA] Placeholder finding for 'Low-Privilege CA Management Rights', generated to exercise report rendering - not a real detection result against 'fabrikam.local' or any other domain.","[SYNTHETIC TEST DATA] Placeholder impact text for 'Low-Privilege CA Management Rights'. See src/Scoring.ps1 and the corresponding src/*.ps1 check for this Issue's real Impact wording.","[SYNTHETIC TEST DATA] Placeholder remediation text for 'Low-Privilege CA Management Rights'.","09/21/2026 20:17:10","T1649","vuln2_adcs_ca_mgmt","20","3","{""Tier"":""100pct"",""Synthetic"":true}","Medium - removing the CA Manager role assignment from an unexpected principal via the Certification Authority console; confirm the principal doesn't actively perform day-to-day CA management first.","Procedural - low technical risk unless the principal genuinely manages CA operations, in which case they lose that capability until re-added.","Easy - re-add the role assignment via the CA console; effective immediately, no data loss.","",""
"LAPS Deployment","Legacy LAPS SearchFlags Exposes Password","High","synthetic-object-86.fabrikam.local","[SYNTHETIC TEST DATA] Placeholder finding for 'Legacy LAPS SearchFlags Exposes Password', generated to exercise report rendering - not a real detection result against 'fabrikam.local' or any other domain.","[SYNTHETIC TEST DATA] Placeholder impact text for 'Legacy LAPS SearchFlags Exposes Password'. See src/Scoring.ps1 and the corresponding src/*.ps1 check for this Issue's real Impact wording.","[SYNTHETIC TEST DATA] Placeholder remediation text for 'Legacy LAPS SearchFlags Exposes Password'.","09/21/2026 20:17:10","T1552.001","vuln2_laps_searchflags","20","3","{""Tier"":""100pct"",""Synthetic"":true}","Medium - a schema attribute change (Schema Admins, schema-master DC) that also changes the effective access-control model for this attribute; validate in a lab first and confirm intended readers still have explicit CONTROL_ACCESS granted before applying to production.","Setting the confidential bit changes ms-Mcs-AdmPwd from a normal-read attribute to one requiring explicit CONTROL_ACCESS - any tooling or delegated group that currently reads it via ordinary read access will need that access re-granted as CONTROL_ACCESS afterward.","Difficult - schema attribute changes are effectively permanent (schema changes are not typically reverted); test thoroughly in a lab and confirm the full set of legitimate readers before applying.","",""
"Stale-Object & Hygiene Depth","Legacy FRS-Based SYSVOL Replication In Use","High","synthetic-object-87.fabrikam.local","[SYNTHETIC TEST DATA] Placeholder finding for 'Legacy FRS-Based SYSVOL Replication In Use', generated to exercise report rendering - not a real detection result against 'fabrikam.local' or any other domain.","[SYNTHETIC TEST DATA] Placeholder impact text for 'Legacy FRS-Based SYSVOL Replication In Use'. See src/Scoring.ps1 and the corresponding src/*.ps1 check for this Issue's real Impact wording.","[SYNTHETIC TEST DATA] Placeholder remediation text for 'Legacy FRS-Based SYSVOL Replication In Use'.","09/21/2026 20:17:10","T1210","vuln2_legacy_frs_sysvol","20","3","{""Tier"":""100pct"",""Synthetic"":true}","High - a domain-wide replication-mechanism migration affecting every DC's SYSVOL share; Microsoft's own procedure requires progressing through and verifying each state (Prepared/Redirected/Eliminated) before advancing, and should be scheduled and tested rather than rushed.","A migration attempted without verifying full replication health at each intermediate state can leave some DCs serving a stale or incomplete SYSVOL, which can affect Group Policy application and logon scripts domain-wide - follow Microsoft's documented state-by-state verification before advancing.","Difficult - FRS-to-DFSR migration state advances are one-directional by design (Microsoft does not support reverting from Eliminated back to FRS); back up SYSVOL content before starting and verify each intermediate state thoroughly rather than planning to roll back.","",""
"LAPS Deployment","LAPS Not Deployed","High","synthetic-object-88.fabrikam.local","[SYNTHETIC TEST DATA] Placeholder finding for 'LAPS Not Deployed', generated to exercise report rendering - not a real detection result against 'fabrikam.local' or any other domain.","[SYNTHETIC TEST DATA] Placeholder impact text for 'LAPS Not Deployed'. See src/Scoring.ps1 and the corresponding src/*.ps1 check for this Issue's real Impact wording.","[SYNTHETIC TEST DATA] Placeholder remediation text for 'LAPS Not Deployed'.","09/21/2026 20:17:10","T1078.003","vuln2_laps_not_deployed","20","3","{""Tier"":""100pct"",""Synthetic"":true}","High - full deployment requires a one-time forest-wide schema extension, GPO creation, delegated read-rights setup, and a phased client/CSE rollout with a validation period - an environment-wide project, not a single change.","Low ongoing technical risk to normal operations; the one-time schema extension step is itself an irreversible forest-wide schema change, so test/confirm it in a non-production domain first if possible.","Hard/Limited - the schema extension itself can't be undone (attributes are marked defunct, not removed, consistent with schema changes generally); the GPO/policy rollout portion, however, can be unlinked or removed cleanly at any time.","",""
"User Account","Kerberos Pre-Authentication Disabled","High","synthetic-object-89.fabrikam.local","[SYNTHETIC TEST DATA] Placeholder finding for 'Kerberos Pre-Authentication Disabled', generated to exercise report rendering - not a real detection result against 'fabrikam.local' or any other domain.","[SYNTHETIC TEST DATA] Placeholder impact text for 'Kerberos Pre-Authentication Disabled'. See src/Scoring.ps1 and the corresponding src/*.ps1 check for this Issue's real Impact wording.","[SYNTHETIC TEST DATA] Placeholder remediation text for 'Kerberos Pre-Authentication Disabled'.","09/21/2026 20:17:10","T1558.004","vuln2_asrep_roastable","20","3","{""Tier"":""100pct"",""Synthetic"":true}","Low - a single userAccountControl flag (DONT_REQ_PREAUTH) per account.","Disabling pre-auth exposes the account to offline AS-REP roasting; re-enabling pre-auth has no legitimate compatibility impact unless a genuinely pre-auth-incompatible legacy Kerberos client depends on that specific account, which is rare.","Easy - revert the DONT_REQ_PREAUTH flag; effective at next Kerberos authentication attempt, no data loss.","",""
"Kerberos Security","Kerberos Armoring (FAST) Not Enabled","High","synthetic-object-90.fabrikam.local","[SYNTHETIC TEST DATA] Placeholder finding for 'Kerberos Armoring (FAST) Not Enabled', generated to exercise report rendering - not a real detection result against 'fabrikam.local' or any other domain.","[SYNTHETIC TEST DATA] Placeholder impact text for 'Kerberos Armoring (FAST) Not Enabled'. See src/Scoring.ps1 and the corresponding src/*.ps1 check for this Issue's real Impact wording.","[SYNTHETIC TEST DATA] Placeholder remediation text for 'Kerberos Armoring (FAST) Not Enabled'.","09/21/2026 20:17:10","T1558","vuln2_kerberos_armoring_not_enabled","20","3","{""Tier"":""100pct"",""Synthetic"":true}","Medium - enabling requires the domain functional level and all clients to support FAST (Windows 8/Server 2012 R2+); Microsoft's own guidance recommends a staged ""Supported"" rollout before ""Always provide claims"" enforcement.","Enforcing Kerberos armoring will break authentication for any client that doesn't support FAST - older Windows versions and many non-Windows Kerberos implementations - so a ""Supported"" (not yet enforced) first step is Microsoft's own documented recommendation.","Easy - revert the GPO setting to Not Defined/Supported; effective at next Group Policy refresh and Kerberos ticket renewal, no data loss.","",""
"Group Policy","Insecure SYSVOL Permissions","High","synthetic-object-91.fabrikam.local","[SYNTHETIC TEST DATA] Placeholder finding for 'Insecure SYSVOL Permissions', generated to exercise report rendering - not a real detection result against 'fabrikam.local' or any other domain.","[SYNTHETIC TEST DATA] Placeholder impact text for 'Insecure SYSVOL Permissions'. See src/Scoring.ps1 and the corresponding src/*.ps1 check for this Issue's real Impact wording.","[SYNTHETIC TEST DATA] Placeholder remediation text for 'Insecure SYSVOL Permissions'.","09/21/2026 20:17:10","T1484.001","vuln2_sysvol_permissions","20","3","{""Tier"":""100pct"",""Synthetic"":true}","Medium - correcting ACLs on SYSVOL/NETLOGON shares (and their filesystem equivalents) on every DC, then validating legitimate scripts/GPOs still function for all clients.","Over-tightening SYSVOL permissions can break clients' ability to read GPOs or logon scripts if a legitimate group loses access it was relying on; validate with a domain-wide policy refresh test after the change.","Moderate - export the current SYSVOL share/NTFS ACL (icacls or Get-Acl) before changing it, and allow for DFSR/FRS replication across all DCs before the change is fully in effect.","",""
"Attack Paths","Indirect Control Path to Tier-0 Object","High","synthetic-object-92.fabrikam.local","[SYNTHETIC TEST DATA] Placeholder finding for 'Indirect Control Path to Tier-0 Object', generated to exercise report rendering - not a real detection result against 'fabrikam.local' or any other domain.","[SYNTHETIC TEST DATA] Placeholder impact text for 'Indirect Control Path to Tier-0 Object'. See src/Scoring.ps1 and the corresponding src/*.ps1 check for this Issue's real Impact wording.","[SYNTHETIC TEST DATA] Placeholder remediation text for 'Indirect Control Path to Tier-0 Object'.","09/21/2026 20:17:10","T1098","vuln2_control_path_indirect","20","3","{""Tier"":""100pct"",""Synthetic"":true}","","","","",""
"Exchange-in-AD Privilege Escalation","Exchange-Related AdminSDHolder ACE","High","synthetic-object-93.fabrikam.local","[SYNTHETIC TEST DATA] Placeholder finding for 'Exchange-Related AdminSDHolder ACE', generated to exercise report rendering - not a real detection result against 'fabrikam.local' or any other domain.","[SYNTHETIC TEST DATA] Placeholder impact text for 'Exchange-Related AdminSDHolder ACE'. See src/Scoring.ps1 and the corresponding src/*.ps1 check for this Issue's real Impact wording.","[SYNTHETIC TEST DATA] Placeholder remediation text for 'Exchange-Related AdminSDHolder ACE'.","09/21/2026 20:17:10","T1098","vuln2_exchange_adminsdholder_ace","20","3","{""Tier"":""100pct"",""Synthetic"":true}","Medium - a single-object ACE removal, but coordinate with the Exchange admin team to confirm the current Exchange version doesn't still rely on it.","Removing an Exchange-related AdminSDHolder ACE that a currently-installed Exchange version still expects could break Exchange's ability to manage protected mail-enabled accounts.","Moderate - export the AdminSDHolder ACL before removing the ACE; the correction only reaches every protected object after SDProp's next propagation cycle.","",""
"Privileged Groups","Excessive Privileged Group Membership","High","synthetic-object-94.fabrikam.local","[SYNTHETIC TEST DATA] Placeholder finding for 'Excessive Privileged Group Membership', generated to exercise report rendering - not a real detection result against 'fabrikam.local' or any other domain.","[SYNTHETIC TEST DATA] Placeholder impact text for 'Excessive Privileged Group Membership'. See src/Scoring.ps1 and the corresponding src/*.ps1 check for this Issue's real Impact wording.","[SYNTHETIC TEST DATA] Placeholder remediation text for 'Excessive Privileged Group Membership'.","09/21/2026 20:17:10","T1078.002","vuln2_privileged_members","20","3","{""Tier"":""100pct"",""Synthetic"":true}","Medium - requires reviewing each member for actual ongoing need rather than a single mechanical change, and coordinating with each member or their manager.","Removing a member who still has a legitimate ongoing need for privileged access will break their ability to perform that work until re-added, so this needs a per-member justification review, not a blanket removal.","Easy - re-add any member whose access need is confirmed; effective on next Kerberos ticket refresh, no data loss.","",""
"Dangerous Permissions","Enterprise Key Admins Over-Privileged (Misconfiguration Bug)","High","synthetic-object-95.fabrikam.local","[SYNTHETIC TEST DATA] Placeholder finding for 'Enterprise Key Admins Over-Privileged (Misconfiguration Bug)', generated to exercise report rendering - not a real detection result against 'fabrikam.local' or any other domain.","[SYNTHETIC TEST DATA] Placeholder impact text for 'Enterprise Key Admins Over-Privileged (Misconfiguration Bug)'. See src/Scoring.ps1 and the corresponding src/*.ps1 check for this Issue's real Impact wording.","[SYNTHETIC TEST DATA] Placeholder remediation text for 'Enterprise Key Admins Over-Privileged (Misconfiguration Bug)'.","09/21/2026 20:17:10","T1556","vuln2_enterprise_key_admins","20","3","{""Tier"":""100pct"",""Synthetic"":true}","Medium - a single-object ACE removal, but on a forest-wide replicated object, so it warrants confirming with the relevant application owner (e.g. Exchange, ADFS, or backup/DR tooling that sometimes provisions Configuration-NC rights during setup) before removing, plus a short post-change monitoring window.","Removing the ACE could break a directory-integrated product that legitimately extends the Configuration container (commonly Exchange setup/recipient-update accounts, or certain backup/DR tools) if the trustee is a genuine service account rather than a misconfiguration.","Moderate - export the object's current nTSecurityDescriptor (e.g. via dsacls or Get-Acl on the AD: PowerShell drive) before making the change so the exact ACE can be re-added if needed, and allow for AD replication convergence across all DCs before the removal is fully in effect forest-wide.","Since this ACE sits above the Public Key Services container this tool's own AD CS checks already review separately, cross-check the trustee against any known certificate-services or Exchange install accounts before removing it, to avoid duplicating remediation effort on the wrong object.",""
"Domain Admin Equivalence","Domain Admin Equivalent Access Detected","High","synthetic-object-96.fabrikam.local","[SYNTHETIC TEST DATA] Placeholder finding for 'Domain Admin Equivalent Access Detected', generated to exercise report rendering - not a real detection result against 'fabrikam.local' or any other domain.","[SYNTHETIC TEST DATA] Placeholder impact text for 'Domain Admin Equivalent Access Detected'. See src/Scoring.ps1 and the corresponding src/*.ps1 check for this Issue's real Impact wording.","[SYNTHETIC TEST DATA] Placeholder remediation text for 'Domain Admin Equivalent Access Detected'.","09/21/2026 20:17:10","T1078.002","vuln2_da_equivalent_access","20","3","{""Tier"":""100pct"",""Synthetic"":true}","High - the underlying access is typically composed of multiple pieces of evidence (nested groups, ACEs, ownership), each of which may need a separate fix, similar to breaking a control-path chain.","Removing any single contributing factor could break a legitimate, if undocumented, delegation if it was set up intentionally, so confirm with the principal's owning team before changing each piece of evidence.","Moderate - export/record each ACE or membership being changed before removing it, then re-run the audit to confirm the effective access is gone.","",""
"User Account","DES Encryption Enabled","High","synthetic-object-97.fabrikam.local","[SYNTHETIC TEST DATA] Placeholder finding for 'DES Encryption Enabled', generated to exercise report rendering - not a real detection result against 'fabrikam.local' or any other domain.","[SYNTHETIC TEST DATA] Placeholder impact text for 'DES Encryption Enabled'. See src/Scoring.ps1 and the corresponding src/*.ps1 check for this Issue's real Impact wording.","[SYNTHETIC TEST DATA] Placeholder remediation text for 'DES Encryption Enabled'.","09/21/2026 20:17:10","T1558.003","vuln2_des_enabled","20","3","{""Tier"":""100pct"",""Synthetic"":true}","Low - a single msDS-SupportedEncryptionTypes attribute per account.","DES for Kerberos is only relevant to genuinely ancient clients (pre-Windows-7/Server-2008 era); removing it will break authentication only for such a legacy client if one still depends on this specific account, which is rare in a modern environment.","Easy - revert msDS-SupportedEncryptionTypes to its prior value; effective at next Kerberos ticket renewal, no data loss.","",""
"Machine Account Quota","Default Machine Account Quota Not Restricted","High","synthetic-object-98.fabrikam.local","[SYNTHETIC TEST DATA] Placeholder finding for 'Default Machine Account Quota Not Restricted', generated to exercise report rendering - not a real detection result against 'fabrikam.local' or any other domain.","[SYNTHETIC TEST DATA] Placeholder impact text for 'Default Machine Account Quota Not Restricted'. See src/Scoring.ps1 and the corresponding src/*.ps1 check for this Issue's real Impact wording.","[SYNTHETIC TEST DATA] Placeholder remediation text for 'Default Machine Account Quota Not Restricted'.","09/21/2026 20:17:10","T1136.002","vuln2_maq_default","20","3","{""Tier"":""100pct"",""Synthetic"":true}","Low - a single domain-wide attribute (ms-DS-MachineAccountQuota).","Lowering or zeroing this quota only prevents self-service computer joins by regular users; legitimate machine joins performed by an account with delegated Create Computer Objects rights are unaffected.","Easy - revert the ms-DS-MachineAccountQuota attribute to its prior value; effective immediately, no data loss.","",""
"Domain Hardening","Dangerous dsHeuristics Flag Set","High","synthetic-object-99.fabrikam.local","[SYNTHETIC TEST DATA] Placeholder finding for 'Dangerous dsHeuristics Flag Set', generated to exercise report rendering - not a real detection result against 'fabrikam.local' or any other domain.","[SYNTHETIC TEST DATA] Placeholder impact text for 'Dangerous dsHeuristics Flag Set'. See src/Scoring.ps1 and the corresponding src/*.ps1 check for this Issue's real Impact wording.","[SYNTHETIC TEST DATA] Placeholder remediation text for 'Dangerous dsHeuristics Flag Set'.","09/21/2026 20:17:10","T1556","vuln2_dsheuristics_dangerous","20","3","{""Tier"":""100pct"",""Synthetic"":true}","Low - a single attribute change on one forest-wide object.","Low risk resetting to the default, unless the specific bit was intentionally set for a documented reason (e.g. relaxed list-object mode); confirm before resetting.","Easy - revert to the previous dsHeuristics string value; effective forest-wide on next replication, no data loss.","",""
"Group Policy","Credentials Referenced in Logon/Startup Script","High","synthetic-object-100.fabrikam.local","[SYNTHETIC TEST DATA] Placeholder finding for 'Credentials Referenced in Logon/Startup Script', generated to exercise report rendering - not a real detection result against 'fabrikam.local' or any other domain.","[SYNTHETIC TEST DATA] Placeholder impact text for 'Credentials Referenced in Logon/Startup Script'. See src/Scoring.ps1 and the corresponding src/*.ps1 check for this Issue's real Impact wording.","[SYNTHETIC TEST DATA] Placeholder remediation text for 'Credentials Referenced in Logon/Startup Script'.","09/21/2026 20:17:10","T1552.001","vuln2_script_credentials","20","3","{""Tier"":""100pct"",""Synthetic"":true}","High - the exposed credential must be rotated everywhere it's used, and the script reworked to avoid embedding credentials (e.g. migrating to a gMSA), which may involve other teams if the account is shared.","The credential must be treated as already compromised, since any authenticated user can read SYSVOL; rotating it needs to be coordinated with everything else that uses the same account/password.","Hard/Limited - this isn't a reversible setting; once a credential has been exposed via SYSVOL it must be rotated, not restored, and the exposure history can't be undone.","",""
"Admin Equivalence","Constrained Delegation Configured to Decommissioned SPN","High","synthetic-object-101.fabrikam.local","[SYNTHETIC TEST DATA] Placeholder finding for 'Constrained Delegation Configured to Decommissioned SPN', generated to exercise report rendering - not a real detection result against 'fabrikam.local' or any other domain.","[SYNTHETIC TEST DATA] Placeholder impact text for 'Constrained Delegation Configured to Decommissioned SPN'. See src/Scoring.ps1 and the corresponding src/*.ps1 check for this Issue's real Impact wording.","[SYNTHETIC TEST DATA] Placeholder remediation text for 'Constrained Delegation Configured to Decommissioned SPN'.","09/21/2026 20:17:10","T1187","vuln2_ghost_spn_delegation","20","3","{""Tier"":""100pct"",""Synthetic"":true}","Low - removing one or more stale SPN entries from a single account's delegation configuration.","Low - the target host doesn't currently exist, so removing the stale delegation entry has no legitimate functional impact today; confirm the host is genuinely decommissioned (not simply temporarily offline) before removing.","Easy - re-add the SPN to msDS-AllowedToDelegateTo if the host turns out to still be in use under a different naming scenario; no data loss either way.","",""
"Kerberos Delegation","Computer Account with Protocol Transition (T2A4D)","High","synthetic-object-102.fabrikam.local","[SYNTHETIC TEST DATA] Placeholder finding for 'Computer Account with Protocol Transition (T2A4D)', generated to exercise report rendering - not a real detection result against 'fabrikam.local' or any other domain.","[SYNTHETIC TEST DATA] Placeholder impact text for 'Computer Account with Protocol Transition (T2A4D)'. See src/Scoring.ps1 and the corresponding src/*.ps1 check for this Issue's real Impact wording.","[SYNTHETIC TEST DATA] Placeholder remediation text for 'Computer Account with Protocol Transition (T2A4D)'.","09/21/2026 20:17:10","T1558","vuln2_computer_protocol_transition","20","3","{""Tier"":""100pct"",""Synthetic"":true}","Medium - a single-object attribute change, but confirm with the application owner (classically Exchange/IIS) whether protocol transition is still genuinely required before removing it.","Protocol transition (TrustedToAuthForDelegation) is legitimately used by some application servers to impersonate users without their credentials, so removing it can break that application's functionality if still in use.","Easy - re-enable protocol transition and restore the msDS-AllowedToDelegateTo list on the computer object; effective at next Kerberos ticket request, no data loss.","",""
"Stale-Object & Hygiene Depth","Computer Account Never Joined with No Password Set","High","synthetic-object-103.fabrikam.local","[SYNTHETIC TEST DATA] Placeholder finding for 'Computer Account Never Joined with No Password Set', generated to exercise report rendering - not a real detection result against 'fabrikam.local' or any other domain.","[SYNTHETIC TEST DATA] Placeholder impact text for 'Computer Account Never Joined with No Password Set'. See src/Scoring.ps1 and the corresponding src/*.ps1 check for this Issue's real Impact wording.","[SYNTHETIC TEST DATA] Placeholder remediation text for 'Computer Account Never Joined with No Password Set'.","09/21/2026 20:17:10","T1078.002","vuln2_never_joined_computer","20","3","{""Tier"":""100pct"",""Synthetic"":true}","Low - removing or completing the join for each stale pre-staged object, but confirm with the provisioning team before removing in case the join is simply delayed rather than abandoned.","Removing an object that is actually mid-provisioning (rather than genuinely abandoned) will require re-staging it - confirm current provisioning status with the responsible team first.","Easy - a removed pre-staged object with no real join history can simply be re-created if needed; no real data loss.","",""
"Certificate Services","Certificate Template with Weak ACL (ESC4)","High","synthetic-object-104.fabrikam.local","[SYNTHETIC TEST DATA] Placeholder finding for 'Certificate Template with Weak ACL (ESC4)', generated to exercise report rendering - not a real detection result against 'fabrikam.local' or any other domain.","[SYNTHETIC TEST DATA] Placeholder impact text for 'Certificate Template with Weak ACL (ESC4)'. See src/Scoring.ps1 and the corresponding src/*.ps1 check for this Issue's real Impact wording.","[SYNTHETIC TEST DATA] Placeholder remediation text for 'Certificate Template with Weak ACL (ESC4)'.","09/21/2026 20:17:10","T1649","vuln2_adcs_esc4","20","3","{""Tier"":""100pct"",""Synthetic"":true}","Medium - a single-template ACE removal, but confirm the trustee isn't a legitimate certificate-lifecycle-management tool or service account before removing.","Procedural - confirm the trustee isn't an active cert-management automation account before removing; no realistic legitimate technical break otherwise.","Moderate - export the template's ACL (certutil -v -template or PSPKI) before changing it so the exact ACE can be restored if needed.","",""
"Certificate Services","Certificate Template Missing Security Extension (ESC9)","High","synthetic-object-105.fabrikam.local","[SYNTHETIC TEST DATA] Placeholder finding for 'Certificate Template Missing Security Extension (ESC9)', generated to exercise report rendering - not a real detection result against 'fabrikam.local' or any other domain.","[SYNTHETIC TEST DATA] Placeholder impact text for 'Certificate Template Missing Security Extension (ESC9)'. See src/Scoring.ps1 and the corresponding src/*.ps1 check for this Issue's real Impact wording.","[SYNTHETIC TEST DATA] Placeholder remediation text for 'Certificate Template Missing Security Extension (ESC9)'.","09/21/2026 20:17:10","T1649","vuln2_adcs_esc9","20","3","{""Tier"":""100pct"",""Synthetic"":true}","Low - a single template flag; confirm no legitimate enrollment workflow depends on the omitted extension first (rare).","Minimal - clearing this flag only adds information to newly-issued certificates; it does not change any existing legitimate authentication behavior.","Easy - AD CS templates are versioned, so the prior flag value can be restored and republished if needed.","",""
"Certificate Services","Certificate Template Does Not Require RA Signatures","High","synthetic-object-106.fabrikam.local","[SYNTHETIC TEST DATA] Placeholder finding for 'Certificate Template Does Not Require RA Signatures', generated to exercise report rendering - not a real detection result against 'fabrikam.local' or any other domain.","[SYNTHETIC TEST DATA] Placeholder impact text for 'Certificate Template Does Not Require RA Signatures'. See src/Scoring.ps1 and the corresponding src/*.ps1 check for this Issue's real Impact wording.","[SYNTHETIC TEST DATA] Placeholder remediation text for 'Certificate Template Does Not Require RA Signatures'.","09/21/2026 20:17:10","T1649","vuln2_adcs_ra_signature","20","3","{""Tier"":""100pct"",""Synthetic"":true}","Medium - enforcing a required-signature count needs coordination with whichever process actually enrolls from this template, since that process may not yet have an authorized enrollment-agent certificate in its chain.","Enforcing an RA signature requirement will break any enrollment workflow that doesn't already have an authorized enrollment-agent certificate, until that workflow is updated.","Easy - revert the required-signature count to 0 on the template; effective immediately for new requests.","",""
"Certificate Services","Certificate Template Allows Subject Alternative Name (Restricted)","High","synthetic-object-107.fabrikam.local","[SYNTHETIC TEST DATA] Placeholder finding for 'Certificate Template Allows Subject Alternative Name (Restricted)', generated to exercise report rendering - not a real detection result against 'fabrikam.local' or any other domain.","[SYNTHETIC TEST DATA] Placeholder impact text for 'Certificate Template Allows Subject Alternative Name (Restricted)'. See src/Scoring.ps1 and the corresponding src/*.ps1 check for this Issue's real Impact wording.","[SYNTHETIC TEST DATA] Placeholder remediation text for 'Certificate Template Allows Subject Alternative Name (Restricted)'.","09/21/2026 20:17:10","T1649","vuln2_adcs_esc1_restricted","20","3","{""Tier"":""100pct"",""Synthetic"":true}","Medium - same underlying mechanism as the unrestricted ESC1 finding, but exposure is narrower (fewer principals can enroll), so validate the smaller set of dependent systems before changing.","Disabling attacker-controllable SAN can break legitimate workflows among the restricted set of principals that currently rely on supplying a SAN at request time.","Moderate - restore a prior template version if a legitimate workflow breaks; certificates already issued remain valid until revoked or expired.","",""
"Certificate Services","Certificate Template Allows High-Risk Enrollment Without Manager Approval","High","synthetic-object-108.fabrikam.local","[SYNTHETIC TEST DATA] Placeholder finding for 'Certificate Template Allows High-Risk Enrollment Without Manager Approval', generated to exercise report rendering - not a real detection result against 'fabrikam.local' or any other domain.","[SYNTHETIC TEST DATA] Placeholder impact text for 'Certificate Template Allows High-Risk Enrollment Without Manager Approval'. See src/Scoring.ps1 and the corresponding src/*.ps1 check for this Issue's real Impact wording.","[SYNTHETIC TEST DATA] Placeholder remediation text for 'Certificate Template Allows High-Risk Enrollment Without Manager Approval'.","09/21/2026 20:17:10","T1649","vuln2_adcs_no_approval","20","3","{""Tier"":""100pct"",""Synthetic"":true}","Low - toggling the ""CA certificate manager approval"" flag on one template.","Enabling manager approval adds a manual approval step that will delay or block any automated enrollment workflow (autoenrollment, ACME-style automated issuance) that currently assumes instant issuance.","Easy - untick the approval requirement; effective immediately for new requests, no data loss.","",""
"User Account","Built-in Administrator Account Enabled and Not Recently Rotated","High","synthetic-object-109.fabrikam.local","[SYNTHETIC TEST DATA] Placeholder finding for 'Built-in Administrator Account Enabled and Not Recently Rotated', generated to exercise report rendering - not a real detection result against 'fabrikam.local' or any other domain.","[SYNTHETIC TEST DATA] Placeholder impact text for 'Built-in Administrator Account Enabled and Not Recently Rotated'. See src/Scoring.ps1 and the corresponding src/*.ps1 check for this Issue's real Impact wording.","[SYNTHETIC TEST DATA] Placeholder remediation text for 'Built-in Administrator Account Enabled and Not Recently Rotated'.","09/21/2026 20:17:10","T1110","vuln2_builtin_admin_stale_password","20","3","{""Tier"":""100pct"",""Synthetic"":true}","Low - a password reset (and optionally disabling the account) on a single well-known object; confirm no automation or legacy process depends on this specific account first.","Disabling this account entirely is safe in virtually all modern environments, but confirm no legacy script or process authenticates as it directly before doing so, since it has no other owner to consult.","Easy - re-enable the account or reset the password again if needed; no data loss either way.","",""
"Domain Hardening","Broad Membership in Pre-Windows 2000 Compatible Access","High","synthetic-object-110.fabrikam.local","[SYNTHETIC TEST DATA] Placeholder finding for 'Broad Membership in Pre-Windows 2000 Compatible Access', generated to exercise report rendering - not a real detection result against 'fabrikam.local' or any other domain.","[SYNTHETIC TEST DATA] Placeholder impact text for 'Broad Membership in Pre-Windows 2000 Compatible Access'. See src/Scoring.ps1 and the corresponding src/*.ps1 check for this Issue's real Impact wording.","[SYNTHETIC TEST DATA] Placeholder remediation text for 'Broad Membership in Pre-Windows 2000 Compatible Access'.","09/21/2026 20:17:10","T1078.002","vuln2_prewin2000_broad","20","3","{""Tier"":""100pct"",""Synthetic"":true}","Medium - removing Authenticated Users/Everyone from this legacy compatibility group; confirm no genuinely legacy (pre-Windows 2000 era) system still depends on it.","The group was created specifically for NT4/pre-Windows-2000 compatibility and grants read access to many user/group attributes to anyone in it; removing broad membership is safe in virtually all modern environments, but confirm no true legacy system remains.","Easy - re-add the removed principal if needed; effective on next Kerberos ticket refresh, no data loss.","",""
"Privileged Groups","Broad Membership in Distributed COM Users or Performance Log Users","High","synthetic-object-111.fabrikam.local","[SYNTHETIC TEST DATA] Placeholder finding for 'Broad Membership in Distributed COM Users or Performance Log Users', generated to exercise report rendering - not a real detection result against 'fabrikam.local' or any other domain.","[SYNTHETIC TEST DATA] Placeholder impact text for 'Broad Membership in Distributed COM Users or Performance Log Users'. See src/Scoring.ps1 and the corresponding src/*.ps1 check for this Issue's real Impact wording.","[SYNTHETIC TEST DATA] Placeholder remediation text for 'Broad Membership in Distributed COM Users or Performance Log Users'.","09/21/2026 20:17:10","T1098","vuln2_underaudited_group_membership","20","3","{""Tier"":""100pct"",""Synthetic"":true}","Low - reviewing and removing membership from a typically-small, rarely-populated group.","Removing a member who genuinely needs remote DCOM activation or remote performance-counter collection rights will break that specific workflow until re-added - confirm with the member/owning team first.","Easy - re-add any member whose need is confirmed; effective on next Kerberos ticket refresh, no data loss.","",""
