"Category","Issue","Severity","AffectedObject","Description","Impact","Remediation","DetectedDate","MitreTechnique","AnssiControl","Weight","SeverityLevel","Details","EstimatedEffort","KnownRisks","BackupRollback","OperationalNotes","TestName"
"Certificate Services","CA-Wide Security Extension Disabled (ESC16)","Critical","synthetic-object-57.fabrikam.local","[SYNTHETIC TEST DATA] Placeholder finding for 'CA-Wide Security Extension Disabled (ESC16)', generated to exercise report rendering - not a real detection result against 'fabrikam.local' or any other domain.","[SYNTHETIC TEST DATA] Placeholder impact text for 'CA-Wide Security Extension Disabled (ESC16)'. See src/Scoring.ps1 and the corresponding src/*.ps1 check for this Issue's real Impact wording.","[SYNTHETIC TEST DATA] Placeholder remediation text for 'CA-Wide Security Extension Disabled (ESC16)'.","09/21/2026 20:17:13","T1649","vuln1_adcs_esc16","40","4","{""Tier"":""50pct"",""Synthetic"":true}","Low - a single registry list entry; this setting has no known legitimate ongoing use in a modern (KB5014754+) environment.","Minimal - re-enabling the extension only adds information to newly-issued certificates; it does not change any existing legitimate authentication behavior.","Easy - the change is a single registry value; re-add the OID to DisableExtensionList and restart CertSvc to restore the prior behavior if needed, with no data loss.","",""
"Certificate Services","CA-Wide SAN Attribute Flag Enabled (ESC6)","Critical","synthetic-object-58.fabrikam.local","[SYNTHETIC TEST DATA] Placeholder finding for 'CA-Wide SAN Attribute Flag Enabled (ESC6)', generated to exercise report rendering - not a real detection result against 'fabrikam.local' or any other domain.","[SYNTHETIC TEST DATA] Placeholder impact text for 'CA-Wide SAN Attribute Flag Enabled (ESC6)'. See src/Scoring.ps1 and the corresponding src/*.ps1 check for this Issue's real Impact wording.","[SYNTHETIC TEST DATA] Placeholder remediation text for 'CA-Wide SAN Attribute Flag Enabled (ESC6)'.","09/21/2026 20:17:13","T1649","vuln1_adcs_esc6_san_flag","40","4","{""Tier"":""50pct"",""Synthetic"":true}","Medium - a single registry flag, but requires first identifying which templates/workflows (if any) currently rely on CA-wide SAN supply so their enrollment isn't broken.","Clearing this flag breaks enrollment for any legitimate workflow that currently depends on supplying a SAN CA-wide (rather than via an individual template's own Enrollee Supplies Subject setting) - identify and migrate those workflows to per-template configuration first.","Easy - the change is a single registry value; re-enable via certutil and restart CertSvc to restore the prior behavior immediately if something breaks, with no data loss.","",""
"Certificate Services","CA Web Enrollment over HTTP (ESC8)","Critical","synthetic-object-59.fabrikam.local","[SYNTHETIC TEST DATA] Placeholder finding for 'CA Web Enrollment over HTTP (ESC8)', generated to exercise report rendering - not a real detection result against 'fabrikam.local' or any other domain.","[SYNTHETIC TEST DATA] Placeholder impact text for 'CA Web Enrollment over HTTP (ESC8)'. See src/Scoring.ps1 and the corresponding src/*.ps1 check for this Issue's real Impact wording.","[SYNTHETIC TEST DATA] Placeholder remediation text for 'CA Web Enrollment over HTTP (ESC8)'.","09/21/2026 20:17:13","T1649","vuln1_adcs_esc8","40","4","{""Tier"":""50pct"",""Synthetic"":true}","Medium - requires enabling HTTPS web enrollment (certificate + IIS binding) and usually coordination with whoever manages the CA's IIS instance; confirm no client submits enrollment requests over plain HTTP first.","Enforcing HTTPS-only web enrollment can break legacy clients or scripts that submit requests over plain HTTP until they're updated to the HTTPS endpoint.","Moderate - revert the IIS binding/auth settings and re-enable the HTTP endpoint if needed; requires an IIS restart but no data loss.","HTTPS alone doesn't fully close ESC8's NTLM relay risk without Extended Protection for Authentication (EPA) also enabled - consider enabling EPA on the enrollment endpoint at the same time.",""
"Certificate Services","CA RPC Enrollment Encryption Not Enforced (ESC11)","Critical","synthetic-object-60.fabrikam.local","[SYNTHETIC TEST DATA] Placeholder finding for 'CA RPC Enrollment Encryption Not Enforced (ESC11)', generated to exercise report rendering - not a real detection result against 'fabrikam.local' or any other domain.","[SYNTHETIC TEST DATA] Placeholder impact text for 'CA RPC Enrollment Encryption Not Enforced (ESC11)'. See src/Scoring.ps1 and the corresponding src/*.ps1 check for this Issue's real Impact wording.","[SYNTHETIC TEST DATA] Placeholder remediation text for 'CA RPC Enrollment Encryption Not Enforced (ESC11)'.","09/21/2026 20:17:13","T1649","vuln1_adcs_esc11","40","4","{""Tier"":""50pct"",""Synthetic"":true}","Low - a single registry flag; the on-by-default setting is occasionally disabled for legacy client compatibility (e.g. Windows XP), so confirm no such client still enrolls against this CA before enabling.","Enabling packet-privacy enforcement will break enrollment for any client that cannot negotiate RPC_C_AUTHN_LEVEL_PKT_PRIVACY - in practice, only very old (pre-Vista-era) clients, which should not be enrolling in a modern environment regardless.","Easy - the change is a single registry value; revert with certutil -setreg CA\InterfaceFlags -IF_ENFORCEENCRYPTICERTREQUEST and restart CertSvc if something breaks.","",""
"Certificate Services","CA Chase-Fallback Enabled (CVE-2026-54121 / Certighost Exposure)","Critical","synthetic-object-61.fabrikam.local","[SYNTHETIC TEST DATA] Placeholder finding for 'CA Chase-Fallback Enabled (CVE-2026-54121 / Certighost Exposure)', generated to exercise report rendering - not a real detection result against 'fabrikam.local' or any other domain.","[SYNTHETIC TEST DATA] Placeholder impact text for 'CA Chase-Fallback Enabled (CVE-2026-54121 / Certighost Exposure)'. See src/Scoring.ps1 and the corresponding src/*.ps1 check for this Issue's real Impact wording.","[SYNTHETIC TEST DATA] Placeholder remediation text for 'CA Chase-Fallback Enabled (CVE-2026-54121 / Certighost Exposure)'.","09/21/2026 20:17:13","T1649","vuln1_adcs_certighost_chase","40","4","{""Tier"":""50pct"",""Synthetic"":true}","High - before disabling the flag or patching, requires discovering which cross-domain/cross-forest enrollment workflows (if any) depend on the chase fallback across every CA, since Microsoft's own advisory notes the registry mitigation was validated only in a lab and should be tested per-CA before production rollout.","Clearing the flag (or the patch's added validation) can break certificate enrollment for legitimate cross-domain or cross-forest clients that rely on the CA's chase behavior to resolve a client-DC hint the CA cannot otherwise reach directly.","Easy - the change is a single registry value; if a legitimate enrollment workflow breaks, re-enable EDITF_ENABLECHASECLIENTDC via certutil and restart CertSvc to restore the prior behavior immediately, with no data loss.","Re-enabling the flag as a rollback restores the CVE-2026-54121 exposure, so treat it as strictly temporary and monitor Certificate Services event ID 4886 (a cert request carrying a client-DC hint that doesn't match a known DC) while investigating any dependency.",""
"AdminSDHolder","AdminSDHolder Inheritance Re-Enabled","Critical","synthetic-object-62.fabrikam.local","[SYNTHETIC TEST DATA] Placeholder finding for 'AdminSDHolder Inheritance Re-Enabled', generated to exercise report rendering - not a real detection result against 'fabrikam.local' or any other domain.","[SYNTHETIC TEST DATA] Placeholder impact text for 'AdminSDHolder Inheritance Re-Enabled'. See src/Scoring.ps1 and the corresponding src/*.ps1 check for this Issue's real Impact wording.","[SYNTHETIC TEST DATA] Placeholder remediation text for 'AdminSDHolder Inheritance Re-Enabled'.","09/21/2026 20:17:13","T1098","vuln1_adminsdholder_inheritance","40","4","{""Tier"":""50pct"",""Synthetic"":true}","Low - toggling inheritance protection back on for a single object, but review the full resulting ACL afterward for anything unexpected that inheritance may have introduced.","Re-protecting from inheritance removes any inherited ACEs currently in effect on AdminSDHolder; confirm none of them were an intentional (if unusual) delegation before re-protecting, though this is not expected to be the case for this specific object.","Moderate - export the full current ACL (including inherited ACEs) before changing the protection flag, so anything unexpectedly lost can be reviewed and, if genuinely needed, re-added explicitly.","",""
"Admin Equivalence","AdminSDHolder ACL Compromise","Critical","synthetic-object-63.fabrikam.local","[SYNTHETIC TEST DATA] Placeholder finding for 'AdminSDHolder ACL Compromise', generated to exercise report rendering - not a real detection result against 'fabrikam.local' or any other domain.","[SYNTHETIC TEST DATA] Placeholder impact text for 'AdminSDHolder ACL Compromise'. See src/Scoring.ps1 and the corresponding src/*.ps1 check for this Issue's real Impact wording.","[SYNTHETIC TEST DATA] Placeholder remediation text for 'AdminSDHolder ACL Compromise'.","09/21/2026 20:17:13","T1098","vuln1_adminsdholder_compromise","40","4","{""Tier"":""50pct"",""Synthetic"":true}","Low - removing a single unauthorized ACE from one object (AdminSDHolder); SDProp then reapplies the corrected ACL to every protected object automatically.","Low technical risk; an unauthorized ACE here grants no legitimate capability, so removing it has no realistic compatibility impact beyond confirming it isn't a very recent, still-being-configured delegation.","Moderate - export the current AdminSDHolder ACL (dsacls or Get-Acl) before removing the ACE so it can be restored if needed; the correction only reaches every protected Tier-0 object once SDProp's next propagation cycle runs, not instantly.","SDProp runs on a periodic interval (roughly hourly by default), so previously-protected objects keep the old, compromised ACL until the next cycle completes.",""
"Domain Security","Account Lockout Disabled","Critical","synthetic-object-64.fabrikam.local","[SYNTHETIC TEST DATA] Placeholder finding for 'Account Lockout Disabled', generated to exercise report rendering - not a real detection result against 'fabrikam.local' or any other domain.","[SYNTHETIC TEST DATA] Placeholder impact text for 'Account Lockout Disabled'. See src/Scoring.ps1 and the corresponding src/*.ps1 check for this Issue's real Impact wording.","[SYNTHETIC TEST DATA] Placeholder remediation text for 'Account Lockout Disabled'.","09/21/2026 20:17:13","T1110","vuln1_lockout_disabled","40","4","{""Tier"":""50pct"",""Synthetic"":true}","Medium - a Default Domain Policy GPO change; confirm any legitimate break-glass/service accounts that must never lock out are covered by a separate Fine-Grained Password Policy first, since this change applies domain-wide.","Enabling lockout can itself become a denial-of-service vector if an attacker deliberately fails logons for a target account to lock it out - a documented trade-off, not a reason to leave lockout disabled entirely.","Easy - revert the GPO setting; effective at next Group Policy refresh, no data loss.","",""
"Domain Security","Weak Minimum Password Length","High","synthetic-object-65.fabrikam.local","[SYNTHETIC TEST DATA] Placeholder finding for 'Weak Minimum Password Length', generated to exercise report rendering - not a real detection result against 'fabrikam.local' or any other domain.","[SYNTHETIC TEST DATA] Placeholder impact text for 'Weak Minimum Password Length'. See src/Scoring.ps1 and the corresponding src/*.ps1 check for this Issue's real Impact wording.","[SYNTHETIC TEST DATA] Placeholder remediation text for 'Weak Minimum Password Length'.","09/21/2026 20:17:13","T1110","vuln2_weak_min_pwd_length","20","3","{""Tier"":""50pct"",""Synthetic"":true}","Medium - a Default Domain Policy GPO change affecting every future password change; needs a short monitoring window as users adjust.","Minimal technical risk; may increase helpdesk load and require re-training users with short passwords, since the new minimum only applies at each account's next password change.","Easy - revert the GPO value; effective at next Group Policy refresh, no data loss, not retroactive.","",""
"Certificate Services","Weak Explicit Certificate Mapping on Privileged Account (ESC14)","High","synthetic-object-66.fabrikam.local","[SYNTHETIC TEST DATA] Placeholder finding for 'Weak Explicit Certificate Mapping on Privileged Account (ESC14)', generated to exercise report rendering - not a real detection result against 'fabrikam.local' or any other domain.","[SYNTHETIC TEST DATA] Placeholder impact text for 'Weak Explicit Certificate Mapping on Privileged Account (ESC14)'. See src/Scoring.ps1 and the corresponding src/*.ps1 check for this Issue's real Impact wording.","[SYNTHETIC TEST DATA] Placeholder remediation text for 'Weak Explicit Certificate Mapping on Privileged Account (ESC14)'.","09/21/2026 20:17:13","T1649","vuln2_adcs_esc14","20","3","{""Tier"":""50pct"",""Synthetic"":true}","Medium - requires identifying the specific certificate this mapping should be bound to and updating altSecurityIdentities accordingly, coordinated with whoever manages the account's smart card/certificate.","Replacing the mapping incorrectly (wrong SKI/key hash) will break this account's certificate-based authentication until corrected - verify the target certificate before changing.","Easy - restore the prior altSecurityIdentities value if needed; effective immediately, no data loss.","",""
"Certificate Services","Weak Certificate Binding Compensation Enabled (ESC10)","High","synthetic-object-67.fabrikam.local","[SYNTHETIC TEST DATA] Placeholder finding for 'Weak Certificate Binding Compensation Enabled (ESC10)', generated to exercise report rendering - not a real detection result against 'fabrikam.local' or any other domain.","[SYNTHETIC TEST DATA] Placeholder impact text for 'Weak Certificate Binding Compensation Enabled (ESC10)'. See src/Scoring.ps1 and the corresponding src/*.ps1 check for this Issue's real Impact wording.","[SYNTHETIC TEST DATA] Placeholder remediation text for 'Weak Certificate Binding Compensation Enabled (ESC10)'.","09/21/2026 20:17:13","T1649","vuln2_adcs_esc10","20","3","{""Tier"":""50pct"",""Synthetic"":true}","Medium - requires first confirming every certificate relying on the compensation window has been re-issued with strong mapping before removing the opt-out, or authentication for those certificates will break.","Removing this value before all weak-mapped certificates it was covering have been re-issued will break authentication for whatever legitimately still depends on the compensation window - confirm coverage first.","Easy - restore the prior CertificateBackdatingCompensation value if needed; effective immediately, no data loss.","",""
"Kerberos Delegation","User Account with Constrained Delegation","High","synthetic-object-68.fabrikam.local","[SYNTHETIC TEST DATA] Placeholder finding for 'User Account with Constrained Delegation', generated to exercise report rendering - not a real detection result against 'fabrikam.local' or any other domain.","[SYNTHETIC TEST DATA] Placeholder impact text for 'User Account with Constrained Delegation'. See src/Scoring.ps1 and the corresponding src/*.ps1 check for this Issue's real Impact wording.","[SYNTHETIC TEST DATA] Placeholder remediation text for 'User Account with Constrained Delegation'.","09/21/2026 20:17:13","T1558","vuln2_user_constrained_deleg","20","3","{""Tier"":""50pct"",""Synthetic"":true}","Medium - a single-attribute change, but confirm the specific service-to-service authentication flow it supports is no longer required, or is otherwise reconfigured, before removing it.","Removing constrained delegation can break the specific service-to-service authentication flow it was configured for if still in active use.","Easy - restore the msDS-AllowedToDelegateTo attribute to its prior list of SPNs; effective at next Kerberos ticket request, no data loss.","",""
"DNS Security","Stale/Dangling DNS Zone Delegation","High","synthetic-object-69.fabrikam.local","[SYNTHETIC TEST DATA] Placeholder finding for 'Stale/Dangling DNS Zone Delegation', generated to exercise report rendering - not a real detection result against 'fabrikam.local' or any other domain.","[SYNTHETIC TEST DATA] Placeholder impact text for 'Stale/Dangling DNS Zone Delegation'. See src/Scoring.ps1 and the corresponding src/*.ps1 check for this Issue's real Impact wording.","[SYNTHETIC TEST DATA] Placeholder remediation text for 'Stale/Dangling DNS Zone Delegation'.","09/21/2026 20:17:13","T1590.002","vuln2_dns_stale_delegation","20","3","{""Tier"":""50pct"",""Synthetic"":true}","Low - removing a delegation (NS/glue) record pointing at a decommissioned name server.","A dangling delegation is itself a documented subdomain-takeover risk (an attacker registering the abandoned target can serve authoritative answers for that subdomain), so removing it eliminates a real exposure rather than introducing one.","Easy - re-create the delegation record if the name server is later reinstated; effective immediately, no data loss.","",""
"Domain Security","Stale AzureADSSOACC Kerberos Key","High","synthetic-object-70.fabrikam.local","[SYNTHETIC TEST DATA] Placeholder finding for 'Stale AzureADSSOACC Kerberos Key', generated to exercise report rendering - not a real detection result against 'fabrikam.local' or any other domain.","[SYNTHETIC TEST DATA] Placeholder impact text for 'Stale AzureADSSOACC Kerberos Key'. See src/Scoring.ps1 and the corresponding src/*.ps1 check for this Issue's real Impact wording.","[SYNTHETIC TEST DATA] Placeholder remediation text for 'Stale AzureADSSOACC Kerberos Key'.","09/21/2026 20:17:13","T1558.002","vuln2_azuread_sso_key","20","3","{""Tier"":""50pct"",""Synthetic"":true}","Low - a single documented cmdlet (Update-AzureADSSOForest / Azure AD Connect) rolls the key over.","Rolling the Seamless SSO Kerberos key briefly invalidates in-flight SSO tickets for that mechanism, so users may need to re-authenticate once during the rollover, a documented Microsoft behavior rather than an outage.","Easy - the key can be rolled over again at any time via the same cmdlet; no data loss, and Microsoft's own guidance is to roll it over regularly regardless.","",""
"Read-Only Domain Controller Security Posture","RODC Password Replication Policy Misconfigured","High","synthetic-object-71.fabrikam.local","[SYNTHETIC TEST DATA] Placeholder finding for 'RODC Password Replication Policy Misconfigured', generated to exercise report rendering - not a real detection result against 'fabrikam.local' or any other domain.","[SYNTHETIC TEST DATA] Placeholder impact text for 'RODC Password Replication Policy Misconfigured'. See src/Scoring.ps1 and the corresponding src/*.ps1 check for this Issue's real Impact wording.","[SYNTHETIC TEST DATA] Placeholder remediation text for 'RODC Password Replication Policy Misconfigured'.","09/21/2026 20:17:13","T1078.002","vuln2_rodc_prp_misconfigured","20","3","{""Tier"":""50pct"",""Synthetic"":true}","Medium - editing the Allowed/Denied RODC Password Replication groups requires understanding which accounts should legitimately authenticate at that branch office, not just applying a blanket deny.","An overly restrictive policy can cause branch-office authentication failures or slow WAN-dependent logons for legitimate local users; an overly permissive one causes the credential-caching exposure covered by the related finding, so this needs the correct business-appropriate scope rather than simply ""more restrictive.""","Easy - revert the Password Replication Policy group membership changes; effective on next RODC password-caching evaluation, no data loss.","",""
"Certificate Services","ROCA-Vulnerable Certificate Key","High","synthetic-object-72.fabrikam.local","[SYNTHETIC TEST DATA] Placeholder finding for 'ROCA-Vulnerable Certificate Key', generated to exercise report rendering - not a real detection result against 'fabrikam.local' or any other domain.","[SYNTHETIC TEST DATA] Placeholder impact text for 'ROCA-Vulnerable Certificate Key'. See src/Scoring.ps1 and the corresponding src/*.ps1 check for this Issue's real Impact wording.","[SYNTHETIC TEST DATA] Placeholder remediation text for 'ROCA-Vulnerable Certificate Key'.","09/21/2026 20:17:13","T1649","vuln2_adcs_roca","20","3","{""Tier"":""50pct"",""Synthetic"":true}","High - revoking and reissuing a certificate requires coordinating with every consumer of that certificate, since revocation invalidates trust immediately and may need a maintenance window if the certificate is in active use (e.g. smart card logon, TLS).","ROCA-vulnerable RSA keys can, with sufficient compute, have their private key factored from the public key alone (CVE-2017-15361), so this is a confirmed, documented weakness, not a hypothetical one; revoking the certificate breaks authentication/encryption for everything relying on it until the replacement is deployed.","Hard/Limited - a revoked certificate cannot be un-revoked; the only path forward is issuing a new one with a key from an unaffected library, so keep the old certificate available read-only for verifying historically-signed artifacts if that's needed.","",""
"Kerberos Delegation","Resource-Based Constrained Delegation Configured","High","synthetic-object-73.fabrikam.local","[SYNTHETIC TEST DATA] Placeholder finding for 'Resource-Based Constrained Delegation Configured', generated to exercise report rendering - not a real detection result against 'fabrikam.local' or any other domain.","[SYNTHETIC TEST DATA] Placeholder impact text for 'Resource-Based Constrained Delegation Configured'. See src/Scoring.ps1 and the corresponding src/*.ps1 check for this Issue's real Impact wording.","[SYNTHETIC TEST DATA] Placeholder remediation text for 'Resource-Based Constrained Delegation Configured'.","09/21/2026 20:17:13","T1558","vuln2_rbcd","20","3","{""Tier"":""50pct"",""Synthetic"":true}","Medium - a single-attribute change on the resource object, but confirm with the resource owner whether the delegation is an intentional, still-needed configuration.","RBCD is commonly used intentionally for modern constrained delegation without protocol transition, so removing it can break a legitimate service-to-service delegation scenario it was set up for.","Easy - restore the msDS-AllowedToActOnBehalfOfOtherIdentity attribute to its prior value; effective at next Kerberos ticket request, no data loss.","",""
"Kerberos Security","RC4 Kerberos Encryption Still Permitted","High","synthetic-object-74.fabrikam.local","[SYNTHETIC TEST DATA] Placeholder finding for 'RC4 Kerberos Encryption Still Permitted', generated to exercise report rendering - not a real detection result against 'fabrikam.local' or any other domain.","[SYNTHETIC TEST DATA] Placeholder impact text for 'RC4 Kerberos Encryption Still Permitted'. See src/Scoring.ps1 and the corresponding src/*.ps1 check for this Issue's real Impact wording.","[SYNTHETIC TEST DATA] Placeholder remediation text for 'RC4 Kerberos Encryption Still Permitted'.","09/21/2026 20:17:13","T1558.003","vuln2_rc4_kerberos_permitted","20","3","{""Tier"":""50pct"",""Synthetic"":true}","Medium - touches multiple privileged/service accounts and cross-realm trust configuration, and needs a short monitoring window before disabling RC4 domain-wide.","Authentication may break for clients, applications, or devices that cannot negotiate AES - commonly legacy non-Windows Kerberos clients, appliances/printers with RC4-only libraries, or older applications with hardcoded RC4 configs.","Easy - re-enable RC4 via msDS-SupportedEncryptionTypes/GPO; takes effect at next Kerberos ticket renewal/GPO refresh with no data loss.","Enable AES on accounts first and monitor for RC4-ticket issuance in DC logs before enforcing AES-only, so any remaining RC4-dependent client shows up before it's cut off.",""
"Managed Service Accounts","Privileged gMSA Password Retrieval Not Tightly Scoped","High","synthetic-object-75.fabrikam.local","[SYNTHETIC TEST DATA] Placeholder finding for 'Privileged gMSA Password Retrieval Not Tightly Scoped', generated to exercise report rendering - not a real detection result against 'fabrikam.local' or any other domain.","[SYNTHETIC TEST DATA] Placeholder impact text for 'Privileged gMSA Password Retrieval Not Tightly Scoped'. See src/Scoring.ps1 and the corresponding src/*.ps1 check for this Issue's real Impact wording.","[SYNTHETIC TEST DATA] Placeholder remediation text for 'Privileged gMSA Password Retrieval Not Tightly Scoped'.","09/21/2026 20:17:13","T1552.005","vuln2_gmsa_tier0_retrieval","20","3","{""Tier"":""50pct"",""Synthetic"":true}","Low - a single-attribute change; requires confirming with the service owner which hosts are actually legitimate.","Removing a host that legitimately runs this service breaks its ability to authenticate as the gMSA at next password lookup - confirm current hosting before narrowing.","Easy - restore the prior PrincipalsAllowedToRetrieveManagedPassword value; takes effect immediately, no data loss.","",""
"User Account","Privileged Account Not Configured as Sensitive and Cannot Be Delegated","High","synthetic-object-76.fabrikam.local","[SYNTHETIC TEST DATA] Placeholder finding for 'Privileged Account Not Configured as Sensitive and Cannot Be Delegated', generated to exercise report rendering - not a real detection result against 'fabrikam.local' or any other domain.","[SYNTHETIC TEST DATA] Placeholder impact text for 'Privileged Account Not Configured as Sensitive and Cannot Be Delegated'. See src/Scoring.ps1 and the corresponding src/*.ps1 check for this Issue's real Impact wording.","[SYNTHETIC TEST DATA] Placeholder remediation text for 'Privileged Account Not Configured as Sensitive and Cannot Be Delegated'.","09/21/2026 20:17:13","T1558","vuln2_priv_account_delegatable","20","3","{""Tier"":""50pct"",""Synthetic"":true}","Low - a single account flag; takes effect at next ticket request, no other configuration required.","If this account genuinely needs to be delegated for a legitimate, currently-working scenario, enabling this flag will break that delegation - confirm the account has no legitimate delegation dependency first.","Easy - clear the flag again if needed; effective at next ticket request, no data loss.","",""
"Uncategorized (Synthetic)","PrintNightmare Exposure on DC","High","synthetic-object-77.fabrikam.local","[SYNTHETIC TEST DATA] Placeholder finding for 'PrintNightmare Exposure on DC', generated to exercise report rendering - not a real detection result against 'fabrikam.local' or any other domain.","[SYNTHETIC TEST DATA] Placeholder impact text for 'PrintNightmare Exposure on DC'. See src/Scoring.ps1 and the corresponding src/*.ps1 check for this Issue's real Impact wording.","[SYNTHETIC TEST DATA] Placeholder remediation text for 'PrintNightmare Exposure on DC'.","09/21/2026 20:17:13","T1068","vuln2_printnightmare_exposed","20","3","{""Tier"":""50pct"",""Synthetic"":true}","","","","",""
"Domain Security","Password Complexity Disabled","High","synthetic-object-78.fabrikam.local","[SYNTHETIC TEST DATA] Placeholder finding for 'Password Complexity Disabled', generated to exercise report rendering - not a real detection result against 'fabrikam.local' or any other domain.","[SYNTHETIC TEST DATA] Placeholder impact text for 'Password Complexity Disabled'. See src/Scoring.ps1 and the corresponding src/*.ps1 check for this Issue's real Impact wording.","[SYNTHETIC TEST DATA] Placeholder remediation text for 'Password Complexity Disabled'.","09/21/2026 20:17:13","T1110","vuln2_pwd_complexity_disabled","20","3","{""Tier"":""50pct"",""Synthetic"":true}","Medium - a Default Domain Policy GPO change affecting every future password change; needs a short monitoring window as users adjust.","Enforcing complexity starts rejecting non-compliant password changes going forward and may increase helpdesk password-reset volume, a documented operational side effect rather than a technical break.","Easy - revert the GPO setting; effective at next Group Policy refresh, no data loss, and not retroactive to existing passwords.","",""
"Attack Paths","Owner of Tier-0 Object is Non-Privileged","High","synthetic-object-79.fabrikam.local","[SYNTHETIC TEST DATA] Placeholder finding for 'Owner of Tier-0 Object is Non-Privileged', generated to exercise report rendering - not a real detection result against 'fabrikam.local' or any other domain.","[SYNTHETIC TEST DATA] Placeholder impact text for 'Owner of Tier-0 Object is Non-Privileged'. See src/Scoring.ps1 and the corresponding src/*.ps1 check for this Issue's real Impact wording.","[SYNTHETIC TEST DATA] Placeholder remediation text for 'Owner of Tier-0 Object is Non-Privileged'.","09/21/2026 20:17:13","T1098","vuln2_control_path_owner","20","3","{""Tier"":""50pct"",""Synthetic"":true}","Low - a single ownership change on one object.","Low technical risk; object ownership implicitly carries WriteDacl-equivalent rights, so confirm no automation currently depends on the existing owner's implicit rights before changing it.","Easy - reassign ownership back to the prior principal if needed; effective immediately.","",""
"Group Policy","Over-Permissioned GPO","High","synthetic-object-80.fabrikam.local","[SYNTHETIC TEST DATA] Placeholder finding for 'Over-Permissioned GPO', generated to exercise report rendering - not a real detection result against 'fabrikam.local' or any other domain.","[SYNTHETIC TEST DATA] Placeholder impact text for 'Over-Permissioned GPO'. See src/Scoring.ps1 and the corresponding src/*.ps1 check for this Issue's real Impact wording.","[SYNTHETIC TEST DATA] Placeholder remediation text for 'Over-Permissioned GPO'.","09/21/2026 20:17:13","T1484.001","vuln2_gpo_overpermissioned","20","3","{""Tier"":""50pct"",""Synthetic"":true}","Medium - removing a non-standard Edit/FullControl right from one GPO; confirm the trustee isn't a legitimate delegated owner.","Procedural - confirm the trustee isn't an active, legitimate delegated GPO administrator before removing their rights.","Easy - restore the GPO permission via GPMC; effective immediately, no data loss.","",""
"Group Policy","Non-Standard GPO Owner","High","synthetic-object-81.fabrikam.local","[SYNTHETIC TEST DATA] Placeholder finding for 'Non-Standard GPO Owner', generated to exercise report rendering - not a real detection result against 'fabrikam.local' or any other domain.","[SYNTHETIC TEST DATA] Placeholder impact text for 'Non-Standard GPO Owner'. See src/Scoring.ps1 and the corresponding src/*.ps1 check for this Issue's real Impact wording.","[SYNTHETIC TEST DATA] Placeholder remediation text for 'Non-Standard GPO Owner'.","09/21/2026 20:17:13","T1484.001","vuln2_gpo_non_admin_owner","20","3","{""Tier"":""50pct"",""Synthetic"":true}","Low - a single ownership change on one GPO object; confirm the current owner isn't an intentional, actively-used delegated GPO-management account first.","Procedural - confirm the current owner isn't a legitimate delegated GPO administrator for this specific GPO before changing ownership.","Easy - ownership can be changed back to the prior value at any time by an administrator; effective immediately, no data loss.","",""
"Stale-Object & Hygiene Depth","Non-Default primaryGroupID (Membership Hiding)","High","synthetic-object-82.fabrikam.local","[SYNTHETIC TEST DATA] Placeholder finding for 'Non-Default primaryGroupID (Membership Hiding)', generated to exercise report rendering - not a real detection result against 'fabrikam.local' or any other domain.","[SYNTHETIC TEST DATA] Placeholder impact text for 'Non-Default primaryGroupID (Membership Hiding)'. See src/Scoring.ps1 and the corresponding src/*.ps1 check for this Issue's real Impact wording.","[SYNTHETIC TEST DATA] Placeholder remediation text for 'Non-Default primaryGroupID (Membership Hiding)'.","09/21/2026 20:17:13","T1098","vuln2_primary_group_id","20","3","{""Tier"":""50pct"",""Synthetic"":true}","Medium - resetting primaryGroupID to the standard value requires first confirming the object genuinely isn't a legitimate DC or service account with a documented reason for a non-default primary group, since this is also a known persistence/membership-hiding technique.","Legitimate reasons for a non-default primaryGroupID are rare, but confirm the object isn't a genuinely misconfigured-but-legitimate service account before treating it purely as malicious persistence and resetting it.","Easy - revert the primaryGroupID attribute to its prior value; effective immediately, no data loss.","",""
